"","Clade","ERR1971003","ERR1971004","ERR1971005","ERR1971006","ERR1971007","ERR1971008","ERR1971009","ERR1971010","ERR1971011","ERR1971012","ERR1971013","ERR1971014","ERR1971015","ERR1971016","ERR1971017","ERR1971018","ERR1971019","ERR1971020","ERR1971021","ERR1971022","ERR1971023","ERR1971024","ERR1971025","ERR1971026","ERR1971027","ERR1971028","ERR1971029","ERR1971030","ERR1971031"
"630","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc",0,0,0.03401,0.01612,0.00241,0.01455,0.00138,0.00085,0.00369,0.0034,0,0.00017,0,0.04464,3e-04,0.00041,0.00351,0,0.00017,0,0.00144,2e-04,0.00673,0.00338,0.00177,0.00525,2e-04,0.00062,0
"631","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_carnosum",0,0,0.00055,0.01017,0,0,0.00026,0.00085,0,0,0,0.00017,0,0,3e-04,0,0,0,0.00017,0,0.00024,0,0.00013,0.00256,0,0.00041,0,0.00014,0
"632","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_carnosum|t__Leuconostoc_carnosum_unclassified",0,0,0.00055,0.01017,0,0,0.00026,0.00085,0,0,0,0.00017,0,0,3e-04,0,0,0,0.00017,0,0.00024,0,0.00013,0.00256,0,0.00041,0,0.00014,0
"633","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_citreum",0,0,0,0,9e-04,0.00571,0,0,0,0,0,0,0,0,0,0.00021,0.00045,0,0,0,0,0.00012,0,0,0.00017,0.00283,8e-05,0,0
"634","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_citreum|t__Leuconostoc_citreum_unclassified",0,0,0,0,9e-04,0.00571,0,0,0,0,0,0,0,0,0,0.00021,0.00045,0,0,0,0,0.00012,0,0,0.00017,0.00283,8e-05,0,0
"635","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_fallax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0
"636","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_fallax|t__GCF_000165675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0
"637","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_gelidum",0,0,0,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039,0,8e-05,0,9e-05,0
"638","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_gelidum|t__Leuconostoc_gelidum_unclassified",0,0,0,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039,0,8e-05,0,9e-05,0
"639","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_inhae",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_inhae|t__GCF_000166735",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_lactis",0,0,0,0,0,0.00729,0,0,0,0,0,0,0,0,0,0,0.00189,0,0,0,0,0,0,0,0,0.00144,0,0,0
"642","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_lactis|t__Leuconostoc_lactis_unclassified",0,0,0,0,0,0.00729,0,0,0,0,0,0,0,0,0,0,0.00189,0,0,0,0,0,0,0,0,0.00144,0,0,0
"643","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides",0,0,0,0.00071,0.00151,0.00118,0.00048,0,0.00369,0.0031,0,0,0,0.00541,0,0,0,0,0,0,0,0,0.00079,0.00043,0.001,0.00038,0,9e-05,0
"644","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides|t__Leuconostoc_mesenteroides_unclassified",0,0,0,0.00071,0.00151,0.00118,0.00048,0,0.00369,0.0031,0,0,0,0.00541,0,0,0,0,0,0,0,0,0.00079,0.00043,0.001,0.00038,0,9e-05,0
"645","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides",0,0,0.03347,0.00016,0,0.00036,0.00065,0,0,3e-04,0,0,0,0.03904,0,2e-04,0,0,0,0,0,0,0.00581,0,0,0.00012,0.00011,0,0
"646","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides|t__Leuconostoc_pseudomesenteroides_unclassified",0,0,0.03347,0.00016,0,0.00036,0.00065,0,0,3e-04,0,0,0,0.03904,0,2e-04,0,0,0,0,0,0,0.00581,0,0,0.00012,0.00011,0,0
"647","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_unclassified",0,0,0,0.00419,0,0,0,0,0,0,0,0,0,0,0,0,0.00117,0,0,0,0.0012,0,0,0,6e-04,0,0,3e-04,0
"648","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella",0,0,0,4e-04,0,0.00069,0,0,0,0,0,0,0,8e-05,0,0.00037,0,0,0,0,0.00016,0,0.00544,0,0,0.00011,7e-05,1e-04,0
"649","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria",0,0,0,0,0,0.00069,0,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0.00016,0,0,0,0,6e-05,7e-05,1e-04,0
"650","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria|t__GCF_000193635",0,0,0,0,0,0.00069,0,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0.00016,0,0,0,0,6e-05,7e-05,1e-04,0
"651","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_confusa",0,0,0,7e-05,0,0,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,5e-05,0,0,0
"652","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_confusa|t__GCF_000239955",0,0,0,7e-05,0,0,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,5e-05,0,0,0
"653","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_paramesenteroides",0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_paramesenteroides|t__GCF_000160575",0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544,0,0,0,0,0,0
"656","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae",0.11232,0.01869,0.3727,0.45111,0.58817,0.39289,0.0808,0.10299,1.50135,0.81122,0.00018,0.07283,0.04725,0.29785,0.1255,0.3368,0.0893,0.04502,0.04752,2e-04,0.12913,0.00666,0.09841,0.18821,0.41816,0.3752,0.03603,0.04279,8e-05
"657","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus",0.00016,0,0.04916,0.00185,0.07031,0.00543,0.00121,0.00251,0.00277,0.06508,0,0.00037,0.00131,0.05497,0.00181,0.08075,0.00364,0.00021,0.00093,0,0.00031,0.00034,0.02439,0.00137,0.1272,0.01828,0.00059,0.0031,4e-05
"658","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae",0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0,0,6e-05,0,0,0,0,0,0,0,0,0.00026,0
"659","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae|t__Lactococcus_garvieae_unclassified",0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0,0,6e-05,0,0,0,0,0,0,0,0,0.00026,0
"660","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis",0.00016,0,0.04916,0.00176,0.07011,0.00543,0.00121,0.00193,0.00061,0.06508,0,0.00037,0.00105,0.05389,0.00155,0.07926,0.00364,0.00021,0.00087,0,0.00031,0.00034,0.02439,0.00111,0.12466,0.018,0.00059,0.00283,4e-05
"661","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__Lactococcus_lactis_unclassified",0.00016,0,0.04916,0.00176,0.07011,0.00543,0.00121,0.00193,0.00061,0.06508,0,0.00037,0.00105,0.05389,0.00155,0.07926,0.00364,0.00021,0.00087,0,0.00031,0.00034,0.02439,0.00111,0.12466,0.018,0.00059,0.00283,4e-05
"662","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_raffinolactis",0,0,0,9e-05,2e-04,0,0,0,0.00215,0,0,0,0.00026,0.00108,0.00025,0.00149,0,0,0,0,0,0,0,0.00026,0.00254,0.00027,0,0,0
"663","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_raffinolactis|t__GCF_000327305",0,0,0,9e-05,2e-04,0,0,0,0.00215,0,0,0,0.00026,0.00108,0.00025,0.00149,0,0,0,0,0,0,0,0.00026,0.00254,0.00027,0,0,0
"664","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus",0.11216,0.01869,0.32354,0.44926,0.51786,0.38746,0.07959,0.10048,1.49858,0.74614,0.00018,0.07246,0.04594,0.24289,0.12369,0.25605,0.08566,0.04481,0.04659,2e-04,0.12883,0.00631,0.07403,0.18684,0.29096,0.35692,0.03544,0.03969,5e-05
"665","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae",0,0,0,0,0,0,0.00027,0,0.00069,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,4e-05,0,0,0,0.00011,0,0
"666","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae|t__Streptococcus_agalactiae_unclassified",0,0,0,0,0,0,0.00027,0,0.00069,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,4e-05,0,0,0,0.00011,0,0
"667","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus",0.00068,0.00018,0.00097,0.00021,0.00574,0.00071,0.00161,4e-04,0.0126,0.00172,0,0.00032,0.00021,6e-04,0,0.00031,0.00031,0.00107,0.00012,0,0.00059,0,0.00045,0.00013,0.00097,0.00059,0.0011,0,0
"668","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus|t__Streptococcus_anginosus_unclassified",0.00068,0.00018,0.00097,0.00021,0.00574,0.00071,0.00161,4e-04,0.0126,0.00172,0,0.00032,0.00021,6e-04,0,0.00031,0.00031,0.00107,0.00012,0,0.00059,0,0.00045,0.00013,0.00097,0.00059,0.0011,0,0
"669","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis",0.00807,0.00062,0.01775,0.03909,0.00358,0.02422,0.00252,0.01959,0.23168,0.05317,0,0.00406,0.0016,0.02145,0.01416,0.00128,0.00799,0.00145,0.00405,0,0.00545,0.00013,0.00635,0.0179,0.0012,0.00756,0.00095,0.00343,0
"670","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis|t__Streptococcus_australis_unclassified",0.00807,0.00062,0.01775,0.03909,0.00358,0.02422,0.00252,0.01959,0.23168,0.05317,0,0.00406,0.0016,0.02145,0.01416,0.00128,0.00799,0.00145,0.00405,0,0.00545,0.00013,0.00635,0.0179,0.0012,0.00756,0.00095,0.00343,0
"671","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus",0.00055,0.00142,0.00039,0.00049,0.00053,0,0.00029,0.00082,0.00094,0.00207,0,0.00032,0.00011,0.00035,6e-05,0.00153,0.00072,0.00027,0.00067,0,0.00035,0,0.00014,0.00013,0.00162,0.00049,0.00028,0.00017,0
"672","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus|t__Streptococcus_constellatus_unclassified",0.00055,0.00142,0.00039,0.00049,0.00053,0,0.00029,0.00082,0.00094,0.00207,0,0.00032,0.00011,0.00035,6e-05,0.00153,0.00072,0.00027,0.00067,0,0.00035,0,0.00014,0.00013,0.00162,0.00049,0.00028,0.00017,0
"673","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus",0.00017,0,0,0.00045,0.00043,0.00117,0.00012,0,0.00016,0.00041,0,0,0,0.00011,0.00067,0.00027,0.00054,0.00022,0.00026,0,0,0,1e-04,0,1e-04,2e-04,0.00019,9e-05,0
"674","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus|t__Streptococcus_cristatus_unclassified",0.00017,0,0,0.00045,0.00043,0.00117,0.00012,0,0.00016,0.00041,0,0,0,0.00011,0.00067,0.00027,0.00054,0.00022,0.00026,0,0,0,1e-04,0,1e-04,2e-04,0.00019,9e-05,0
"675","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_downei",0,0,4e-04,0,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0
"676","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_downei|t__GCF_000180055",0,0,4e-04,0,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0
"677","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_dysgalactiae",0,0,0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0,0.00023,0,0,0,0,0,0,0,0,0,0,0,0
"678","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_dysgalactiae|t__Streptococcus_dysgalactiae_unclassified",0,0,0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0,0.00023,0,0,0,0,0,0,0,0,0,0,0,0
"679","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus",0.00013,0,0,0,0,0,0,0.00019,2e-04,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,6e-05,0,3e-05,0
"680","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus|t__Streptococcus_gallolyticus_unclassified",0.00013,0,0,0,0,0,0,0.00019,2e-04,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,6e-05,0,3e-05,0
"681","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii",0.00016,0,0.00626,0.01444,0.00238,0.00043,0.00022,0.00403,0,0.00355,0,0.00029,0,0.00435,0.00309,0.00162,0,0.00041,0.00107,0,0.00041,0,0.00135,0.005,0.00064,0.00021,0.00023,0.001,0
"682","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii|t__GCF_000017005",0.00016,0,0.00626,0.01444,0.00238,0.00043,0.00022,0.00403,0,0.00355,0,0.00029,0,0.00435,0.00309,0.00162,0,0.00041,0.00107,0,0.00041,0,0.00135,0.005,0.00064,0.00021,0.00023,0.001,0
"683","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius",0,0,0,0,2e-04,0,0,0,0,0,0,0,0,0.00078,0,0,0,0,0,0,0,0,5e-05,0,0,0,0,0,0
"684","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius|t__Streptococcus_infantarius_unclassified",0,0,0,0,2e-04,0,0,0,0,0,0,0,0,0.00078,0,0,0,0,0,0,0,0,5e-05,0,0,0,0,0,0
"685","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis",0.00112,0.00041,0.00184,0,0.00205,0.00104,0.00145,0.00093,0,0.00351,0,0.00255,0.00086,0.00393,0.00302,0.0042,0.00104,0.00116,0.00141,0,0.0018,0.00013,0.00073,0.00154,0.00067,0.00078,0.00088,0.00067,0
"686","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis|t__Streptococcus_infantis_unclassified",0.00112,0.00041,0.00184,0,0.00205,0.00104,0.00145,0.00093,0,0.00351,0,0.00255,0.00086,0.00393,0.00302,0.0042,0.00104,0.00116,0.00141,0,0.0018,0.00013,0.00073,0.00154,0.00067,0.00078,0.00088,0.00067,0
"687","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius",0.00012,0,0.00069,0,0.00015,0.00047,0.00058,0.00017,0.00064,0.00224,0,0,0.00019,0.00031,0.00012,0.00036,0.00036,8e-05,1e-04,0,7e-05,0,0,3e-04,5e-04,0.00011,0.00014,6e-05,0
"688","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius|t__Streptococcus_intermedius_unclassified",0.00012,0,0.00069,0,0.00015,0.00047,0.00058,0.00017,0.00064,0.00224,0,0,0.00019,0.00031,0.00012,0.00036,0.00036,8e-05,1e-04,0,7e-05,0,0,3e-04,5e-04,0.00011,0.00014,6e-05,0
"689","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis",0,0.00024,0,0,0.00072,0,0,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis|t__GCF_000441535",0,0.00024,0,0,0.00072,0,0,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_macedonicus",0,0,0,0,0.00149,0,0.00035,0,0.00021,0.00108,0,0,0.00059,0,0,0,0,0.00033,0,0,0.00032,0,7e-04,0,0.00086,0,0.00022,0,0
"692","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_macedonicus|t__GCF_000283635",0,0,0,0,0.00149,0,0.00035,0,0.00021,0.00108,0,0,0.00059,0,0,0,0,0.00033,0,0,0.00032,0,7e-04,0,0.00086,0,0.00022,0,0
"693","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_massiliensis",0,0.00022,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0
"694","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_massiliensis|t__Streptococcus_massiliensis_unclassified",0,0.00022,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0
"695","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae",0.00047,0.00041,0.00291,0.01819,0.00099,0.00143,0.00065,0.00875,0.03618,0.00128,0,0.00088,0.0011,0.0038,0.01132,0.00865,0.00176,0.00225,0.00458,0,0.00266,0.00019,0.00063,0.01473,0.00192,0.00134,0.00107,0.00269,0
"696","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae|t__Streptococcus_mitis_oralis_pneumoniae_unclassified",0.00047,0.00041,0.00291,0.01819,0.00099,0.00143,0.00065,0.00875,0.03618,0.00128,0,0.00088,0.0011,0.0038,0.01132,0.00865,0.00176,0.00225,0.00458,0,0.00266,0.00019,0.00063,0.01473,0.00192,0.00134,0.00107,0.00269,0
"697","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans",0.00034,0,0.00072,0,0,0,0.00035,0,0,0,0,0,0,0.00032,0,0,0.00027,0,0,0,0.00033,0,0.00023,0,2e-04,0.00022,0.00015,0,0
"698","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans|t__Streptococcus_mutans_unclassified",0.00034,0,0.00072,0,0,0,0.00035,0,0,0,0,0,0,0.00032,0,0,0.00027,0,0,0,0.00033,0,0.00023,0,2e-04,0.00022,0.00015,0,0
"699","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oligofermentans",0,0,0,3e-04,0,0,0.00011,0.00091,0.00015,0.00035,0,0,0,5e-04,0.00055,0.00011,0,0,0.00021,0,2e-04,0,0,0,9e-05,7e-05,0.00013,0,0
"700","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oligofermentans|t__GCF_000385925",0,0,0,3e-04,0,0,0.00011,0.00091,0.00015,0.00035,0,0,0,5e-04,0.00055,0.00011,0,0,0.00021,0,2e-04,0,0,0,9e-05,7e-05,0.00013,0,0
"701","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_orisratti",0,0,0.00068,0,0,0,0,0,0,0.00036,0,0,0,6e-04,0,0,0,0,0,0,0,0,6e-05,0,0,0,9e-05,0,0
"702","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_orisratti|t__GCF_000380105",0,0,0.00068,0,0,0,0,0,0,0.00036,0,0,0,6e-04,0,0,0,0,0,0,0,0,6e-05,0,0,0,9e-05,0,0
"703","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis",0.0261,0.00306,0.0385,0.07109,0.08712,0.00181,0.04119,0.02266,0.04911,0.17025,0,0.01431,0.00315,0.03677,0.01407,0.0493,0.00023,0.01706,0.00596,8e-05,0.01064,0.00076,0.00589,0.0155,0.02825,0.00115,0.01189,0.00605,0
"704","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis|t__Streptococcus_parasanguinis_unclassified",0.0261,0.00306,0.0385,0.07109,0.08712,0.00181,0.04119,0.02266,0.04911,0.17025,0,0.01431,0.00315,0.03677,0.01407,0.0493,0.00023,0.01706,0.00596,8e-05,0.01064,0.00076,0.00589,0.0155,0.02825,0.00115,0.01189,0.00605,0
"705","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parauberis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0
"706","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parauberis|t__Streptococcus_parauberis_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0
"707","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus",0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0.00087,0,0.00034,0,0,0,0,0,0,0.00016,0,0,0,0.00013,0,0
"708","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus|t__GCF_000270165",0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0.00087,0,0.00034,0,0,0,0,0,0,0.00016,0,0,0,0.00013,0,0
"709","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_peroris",0.00016,0.00036,0.00045,0,4e-04,0,0.00011,0.00021,0.00053,0.00056,0,0.00029,0.00022,0.00126,0,0.00096,0.00021,0,0.00032,0,0.00027,0,5e-05,0.00086,0,7e-05,0,0.00016,0
