"","Clade","ERR1971003","ERR1971004","ERR1971005","ERR1971006","ERR1971007","ERR1971008","ERR1971009","ERR1971010","ERR1971011","ERR1971012","ERR1971013","ERR1971014","ERR1971015","ERR1971016","ERR1971017","ERR1971018","ERR1971019","ERR1971020","ERR1971021","ERR1971022","ERR1971023","ERR1971024","ERR1971025","ERR1971026","ERR1971027","ERR1971028","ERR1971029","ERR1971030","ERR1971031"
"1593","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia",0.03846,0.26601,0.2028,0.13724,0.14141,0.05849,0.18582,0.16905,0.24978,0.3537,0.953,0.32911,0.35612,0.41279,0.24357,0.18604,0.28645,0.29666,0.36424,0.79825,0.35096,0.62311,0.61166,0.30883,0.35506,0.36848,0.4529,0.54866,0.68824
"1594","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_aldovae",0,0,0,0,0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0
"1595","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_aldovae|t__GCF_000173735",0,0,0,0,0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0
"1596","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_enterocolitica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,4e-05,6e-05
"1597","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_enterocolitica|t__Yersinia_enterocolitica_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,4e-05,6e-05
"1598","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_intermedia",0,0,0,0,0,0,0,0,0,0.00023,5e-05,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,5e-05,4e-05
"1599","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_intermedia|t__GCF_000168035",0,0,0,0,0,0,0,0,0,0.00023,5e-05,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,5e-05,4e-05
"1600","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_kristensenii",0.00018,0.00025,0,0,0,0,0,0,0,0,1e-04,0,0.00015,0,0,0,0,0,8e-05,0,0,0.00023,0,0,0,0,0,9e-05,0.00012
"1601","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_kristensenii|t__GCF_000173715",0.00018,0.00025,0,0,0,0,0,0,0,0,1e-04,0,0.00015,0,0,0,0,0,8e-05,0,0,0.00023,0,0,0,0,0,9e-05,0.00012
"1602","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-05,0,0,0,4e-05,0,0
"1603","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_massiliensis|t__GCF_000312485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-05,0,0,0,4e-05,0,0
"1604","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_pseudotuberculosis",0.03491,0.26576,0.2028,0.13724,0.14141,0.04473,0.18582,0.16872,0.24978,0.35347,0.95285,0.32911,0.35597,0.41279,0.24357,0.18604,0.28645,0.29666,0.36416,0.79805,0.35084,0.62288,0.61161,0.30883,0.35506,0.36848,0.45286,0.54848,0.68801
"1605","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_pseudotuberculosis|t__GCF_000019465",0,0.26576,0.2028,0.13724,0.14141,0,0.18582,0.16872,0.24978,0.35347,0.95285,0.32911,0.35597,0.41279,0.24357,0.18604,0.28645,0.29666,0.36416,0.79805,0.35084,0.62288,0.61161,0.30883,0.35506,0.36848,0.45286,0.54848,0.68801
"1606","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_pseudotuberculosis|t__Yersinia_pseudotuberculosis_unclassified",0.03491,0,0,0,0,0.04473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1607","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_unclassified",0.00337,0,0,0,0,0.01376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1608","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yokenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0
"1609","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yokenella|s__Yokenella_regensburgei",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0
"1610","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yokenella|s__Yokenella_regensburgei|t__GCF_000239335",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0
"1611","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales",0,0,0,0,0,0,0,0.00336,0.0017,0,0.00079,0,0.00012,0,0,0,0.00049,0,0.00101,0.00034,0,0.00288,5e-05,0.00092,0,0,0.00036,0.00088,0.00063
"1612","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae",0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0.00049,0,0,0.00034,0,0,0,0,0,0,0.00036,0.00032,0.00014
"1613","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax",0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0.00049,0,0,0.00034,0,0,0,0,0,0,0.00036,0.00032,0.00014
"1614","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax_unclassified",0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0.00049,0,0,0.00034,0,0,0,0,0,0,0.00036,0.00032,0.00014
"1615","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae",0,0,0,0,0,0,0,0.00336,0.0017,0,0.00059,0,0,0,0,0,0,0,0.00101,0,0,0.00288,0,0.00092,0,0,0,0.00057,5e-04
"1616","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae|g__Hahellaceae_unclassified",0,0,0,0,0,0,0,0.00336,0.0017,0,0.00059,0,0,0,0,0,0,0,0.00101,0,0,0.00288,0,0.00092,0,0,0,0.00057,5e-04
"1617","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae",0,0,0,0,0,0,0,0,0,0,4e-05,0,0.00012,0,0,0,0,0,0,0,0,0,5e-05,0,0,0,0,0,0
"1618","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas",0,0,0,0,0,0,0,0,0,0,4e-05,0,0.00012,0,0,0,0,0,0,0,0,0,5e-05,0,0,0,0,0,0
"1619","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas_unclassified",0,0,0,0,0,0,0,0,0,0,4e-05,0,0.00012,0,0,0,0,0,0,0,0,0,5e-05,0,0,0,0,0,0
"1620","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales",0.00282,0.00859,0.03767,0.01602,0.00273,0.0014,0.00011,0.01803,0.00039,0.0542,5e-05,0.02,0.03305,0.14141,0.08537,0.01027,0.01666,0.00065,0.02387,0,0.01279,0.0041,0.01471,0.02934,0.00136,0.00707,4e-05,0.00694,8e-05
"1621","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae",0.00282,0.00859,0.03767,0.01602,0.00273,0.0014,0.00011,0.01803,0.00039,0.0542,5e-05,0.02,0.03305,0.14141,0.08537,0.01027,0.01666,0.00065,0.02387,0,0.01279,0.0041,0.01471,0.02934,0.00136,0.00707,4e-05,0.00694,8e-05
"1622","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus",0,0,0.00276,0,0,0,0,0,0,0,0,0,0.00032,0.00244,0,0,1e-04,0,0.00027,0,0,8e-05,0.00067,0,0,0,0,0,0
"1623","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_capsulatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-05,0,0,0,0,0,0,0,0,0,0
"1624","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_capsulatus|t__GCF_000374285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-05,0,0,0,0,0,0,0,0,0,0
"1625","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_suis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0
"1626","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_suis|t__GCF_000307145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0
"1627","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_unclassified",0,0,0.00276,0,0,0,0,0,0,0,0,0,0,0.0022,0,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0
"1628","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_ureae",0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0.00024,0,0,0,0,0.00018,0,0,8e-05,0.00013,0,0,0,0,0,0
"1629","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_ureae|t__GCF_000188255",0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0.00024,0,0,0,0,0.00018,0,0,8e-05,0.00013,0,0,0,0,0,0
"1630","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter",0,0,0.00026,0.00021,0.00023,5e-04,0,0.00028,0.00014,0.00177,5e-05,0.00019,0.00015,0.00166,0.00132,0.00013,0.00072,0.00012,8e-05,0,0.00023,0.00016,6e-05,0.00036,1e-04,0.00038,0,0.00011,8e-05
"1631","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_actinomycetemcomitans",0,0,0,0,0,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0
"1632","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_actinomycetemcomitans|t__Aggregatibacter_actinomycetemcomitans_unclassified",0,0,0,0,0,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0
"1633","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus",0,0,0,0,0,0,0,0,0,0.00098,0,0,0,0.00087,0.00028,0,4e-04,0,0,0,0,0,6e-05,0,0,0.00015,0,0,0
"1634","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus|t__Aggregatibacter_aphrophilus_unclassified",0,0,0,0,0,0,0,0,0,0.00098,0,0,0,0.00087,0.00028,0,4e-04,0,0,0,0,0,6e-05,0,0,0.00015,0,0,0
"1635","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis",0,0,0.00026,0.00021,0,0,0,0,0,0.00061,0,0,0.00015,0.00079,0.00103,0.00013,0,0.00012,8e-05,0,0,0,0,0.00022,1e-04,0.00023,0,0,0
"1636","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis|t__GCF_000185305",0,0,0.00026,0.00021,0,0,0,0,0,0.00061,0,0,0.00015,0.00079,0.00103,0.00013,0,0.00012,8e-05,0,0,0,0,0.00022,1e-04,0.00023,0,0,0
"1637","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_unclassified",0,0,0,0,0.00023,5e-04,0,0.00028,0.00014,0,5e-05,0.00019,0,0,0,0,0.00032,0,0,0,0.00023,0.00016,0,0,0,0,0,0.00011,8e-05
"1638","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Avibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1639","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Avibacterium|s__Avibacterium_paragallinarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1640","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Avibacterium|s__Avibacterium_paragallinarum|t__GCF_000348525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1641","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Bibersteinia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0
"1642","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Bibersteinia|s__Bibersteinia_trehalosi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0
"1643","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Bibersteinia|s__Bibersteinia_trehalosi|t__GCF_000347595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0
"1644","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus",0.00282,0.00859,0.03465,0.01543,0.0025,0.00091,0.00011,0.01775,0.00025,0.05226,0,0.01981,0.03245,0.13604,0.08245,0.01013,0.01547,0.00053,0.02331,0,0.01255,0.00372,0.01398,0.02847,0.00125,0.00669,0,0.00684,0
"1645","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_aegyptius",0,0,0.00089,0.00069,0,0,0,0.00089,0,0,0,0.00029,0,0.00079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1646","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_aegyptius|t__GCF_000195005",0,0,0.00089,0.00069,0,0,0,0.00089,0,0,0,0.00029,0,0.00079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1647","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus",0,0,0.00071,0.00053,0,0,0,0.00017,0,0.00112,0,0,0.00027,0.00294,0.00446,0.00049,0.00062,0,0.00038,0,0.00051,5e-05,0.00034,0.00123,0,1e-04,0,4e-05,0
"1648","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus|t__GCF_000262285",0,0,0.00071,0.00053,0,0,0,0.00017,0,0.00112,0,0,0.00027,0.00294,0.00446,0.00049,0.00062,0,0.00038,0,0.00051,5e-05,0.00034,0.00123,0,1e-04,0,4e-05,0
"1649","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_influenzae",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0
"1650","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_influenzae|t__Haemophilus_influenzae_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0
"1651","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1652","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus|t__GCF_000262265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1653","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae",0.00282,0.00831,0.03199,0.00799,0.0025,0.00091,0.00011,0.01105,0.00025,0.05063,0,0.01888,0.03175,0.13009,0.05894,0.00864,0.0123,0.00032,0.01755,0,0.01138,0.00359,0.01326,0.02005,0.00125,0.00486,0,0.00498,0
"1654","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae|t__Haemophilus_parainfluenzae_unclassified",0.00282,0.00831,0.03199,0.00799,0.0025,0.00091,0.00011,0.01105,0.00025,0.05063,0,0.01888,0.03175,0.13009,0.05894,0.00864,0.0123,0.00032,0.01755,0,0.01138,0.00359,0.01326,0.02005,0.00125,0.00486,0,0.00498,0
"1655","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_paraphrohaemolyticus",0,0.00027,0,0,0,0,0,0,0,0,0,0,0.00016,0,0.00104,0,0,0,0,0,0,0,7e-05,0.00049,0,0,0,0,0
"1656","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_paraphrohaemolyticus|t__GCF_000260675",0,0.00027,0,0,0,0,0,0,0,0,0,0,0.00016,0,0.00104,0,0,0,0,0,0,0,7e-05,0.00049,0,0,0,0,0
"1657","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae",0,0,0,0.00621,0,0,0,0.00542,0,0,0,0.00064,0.00014,0.00032,0.01758,0.00012,0.00148,0.00011,0.00497,0,0.00066,7e-05,0,0.00651,0,0.00134,0,0.00174,0
"1658","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae|t__GCF_000223275",0,0,0,0.00621,0,0,0,0.00542,0,0,0,0.00064,0.00014,0.00032,0.01758,0.00012,0.00148,0.00011,0.00497,0,0.00066,7e-05,0,0.00651,0,0.00134,0,0.00174,0
"1659","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum",0,0,0.00106,0,0,0,0,0.00023,0,5e-04,0,0,0.00012,0.00168,0.00036,0.00088,0.00094,1e-04,0.00041,0,0,0,0.00031,0.00019,0,0.00039,0,8e-05,0
"1660","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum|t__Haemophilus_sputorum_unclassified",0,0,0.00106,0,0,0,0,0.00023,0,5e-04,0,0,0.00012,0.00168,0.00036,0.00088,0.00094,1e-04,0.00041,0,0,0,0.00031,0.00019,0,0.00039,0,8e-05,0
"1661","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella",0,0,0,0.00038,0,0,0,0,0,0.00018,0,0,0.00013,0.00128,0.00153,0,0.00037,0,0.00021,0,0,0.00014,0,0.00052,0,0,0,0,0
"1662","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella|s__Pasteurella_bettyae",0,0,0,9e-05,0,0,0,0,0,0.00018,0,0,0.00013,0.00128,0.00153,0,0.00025,0,0.00021,0,0,0.00014,0,0.00052,0,0,0,0,0
"1663","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella|s__Pasteurella_bettyae|t__GCF_000262245",0,0,0,9e-05,0,0,0,0,0,0.00018,0,0,0.00013,0.00128,0.00153,0,0.00025,0,0.00021,0,0,0.00014,0,0.00052,0,0,0,0,0
"1664","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella|s__Pasteurella_pneumotropica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0
"1665","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella|s__Pasteurella_pneumotropica|t__GCF_000379905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0
"1666","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella|s__Pasteurella_unclassified",0,0,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1667","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales",0,0.00144,0,0.00614,0,0.00059,0.00712,0,0,0.01293,0.0082,0.00493,0.00071,0.00011,0.00837,0.00755,0,0.03362,0.0047,0.01756,0.01333,0.00908,0,0.00172,0.00731,0.01351,0.01539,0.00525,0.00462
"1668","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae",0,0.00144,0,0.00614,0,0.00059,0.00712,0,0,0.01212,0.0082,0.00493,0.00071,0.00011,0.00837,0.00755,0,0.03362,0.0047,0.01756,0.01333,0.00908,0,6e-05,0.00615,0.01351,0.01482,0.00525,0.00462
"1669","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter",0,0.00144,0,9e-05,0,4e-04,0,0,0,0.00036,0,0,0.00071,0.00011,0,0,0,0,0,0,0,0.00015,0,6e-05,0,0,0,0,0
"1670","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_baylyi",0,0,0,9e-05,0,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-05,0,0,0,0,0
"1671","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_baylyi|t__Acinetobacter_baylyi_unclassified",0,0,0,9e-05,0,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-05,0,0,0,0,0
"1672","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii",0,0.00144,0,0,0,0,0,0,0,0,0,0,0.00071,0.00011,0,0,0,0,0,0,0,0.00015,0,0,0,0,0,0,0
"1673","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii|t__Acinetobacter_johnsonii_unclassified",0,0.00144,0,0,0,0,0,0,0,0,0,0,0.00071,0.00011,0,0,0,0,0,0,0,0.00015,0,0,0,0,0,0,0
"1674","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_parvus",0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1675","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_parvus|t__Acinetobacter_parvus_unclassified",0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1676","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_schindleri",0,0,0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
